Comment,Toxicity,Type,target
الي يتبقا لقطه,0,,
خلاص صداع,0,,
اه يا سولشاير عليك ان تبيع ماجوير الان,0,,
الحمدالله على نعمة البايرن,0,,
خلطو برشلونة  وستهبل علينا ولان بلعةه,1,1,1
ابلع الاول بعدين بلعو,1,1,1
كلود كلوري مانشستر يونايتد,0,,
اللعن طرد من رحمة لله ولا تشم ريحة الجنة,0,,
"تذكر جورج بست

مات",0,,
م تستحي يوم تظهر بهذا الشكل وانت تللعن,0,,
ماغوير يافلاته يارأس مربع,1,1,1
والله كنت احسبه تركيب,0,,
ابلع ياجلوري القم,1,1,1
جلوري قال مافي ولا لاعب انجليزي في ليفربول ترا في ارنولد و هندرسون,0,,
تبغى  ولا قوم سخن,0,,
بكى بكى بكى بكى,0,,
"محد
جلوري كل هدف بالله يا عيال وش قايلكم",0,,
شكله نيمار هو كورونا حقكم في دوري الابطال,0,,
مسوي رجال يوم تسب يعني؟,0,,
جلوري شجع معي ميلان افضل ماتجيك امراض نفسية,0,,
يا جلوري فريقك منتهي زي الاتحاد في دوري ه,0,,
و أرنولد يا معلم,0,,
السب ماله داعي وبالاخير كورة فوز وخسارة,0,,
انته كنت ضضحك على برشلونه لما كانو مخسوري من بايرن ثمنيه اثنين الحين احنا نضحك عليك عشان فريقك خسر سته واحد ه احنا جبنها هدفين مش زي فريقك بس هدف و تخسرو من توتنهام الي مدربهم افشل مدرب في العالم  من توتنهام تخسرو ه,0,,
"الدوري الانجليزي 
ليفر بول وبس",0,,
تْسِتْاُهلُ انَتْ اوَلُ وَاحُدِ شِمٌتْتْ بّبّرَشِلُوَنَةِ لُمٌاْعمٌلُتْ رَدِةِ فَْعلُ وَصّرَتْ تْضُحُكِ تْسِتْاُهلُوَنَ يَانَادِيَ ضُرَبّاتْ الُجْزُاء,0,,
يابو راس مربع,1,1,1
لقد ظلمت يا ميرنو في مانشستر فأنت هو سبيشل وان ١,0,,
يخرب بيت الدفاع,0,,
انصحكم تقفلون النادي,0,,
هاي ويو ار ويو          هاي ابلع ابلع خلطوكم خلط خلط يا مسخرت اوروبا كمل المباراه ما نقبل لو انه برشلونة ولا ريال مدريد ولا ستي كملت ه انا انتضر هذا اليوم,1,1,1
"ماغواير اسوء لاعب 
ولكن بوغبا اسوء صفقة في مانشستر",1,1,1
راحت الدوري مافي أبطال اروربا يونايتد تعبان يشر عهةو بعد  سنة بت يجيب,0,,
يونايتد أضعف فريق بالعالم,1,1,1
لو اني اساسي كان فوزت اليونايتد,0,,
بغى جلوري يقول باللهي شايف المقطع كامل و للحين ما ضغطت لايك ليش؟,0,,
يا بو راس مربع,1,1,1
يا عمي تستاهل صرفها بصحته,0,,
وطي صوتك ياض يا عجل,1,2,1
الله عليكم يا عيال,0,,
سوي طوط الله يهديك,0,,
بو راص مربعة,1,1,1
سوي ردة فعل علة المواهب الصغيرة,0,,
من قلب توتنهامي سون موزمبيقي كين واكثر,0,,
جلوري فصل,0,,
فريق مرض,0,,
والله لْـۆ اجيب اطفال الحارة يلعبو احسن مـِْن ماكواير ودي خيا,0,,
يادب لاتلعن,1,1,1
وقسم بلله و انا عم احضر لمباره نطرت رد فعلك,0,,
ابلع يا هطف اجل تضحك ع برشلونه ابلع و من اول في تعليق يوم مبارت برشلونه علقت قلتله الدنيا يوم لك و يوم عليك بس الهطفان م يفهمو ابلع,1,1,1
المقطع الوحيد الي شفته ٤ مرات,0,,
صورة المباراة زي الزق الكل تسوي ردة  فعل زي الناس انت مافي مبارة كان فريقك او فريق بلدك خاسر فيها وكملتها على الاقل اكتب في العنوان فيديو زق او نص فيديو,1,1,1
فاعل خيرالرياكشن رهيب,0,,
على اي موقع شفت المبارة,0,,
لكل برشلوني هاذي فرصتك للتحفيل على جلوري,0,,
القم ياوضيع,1,2,1
الحمد لله على نعمة ريال مدريد,0,,
انت كيف يتابعونك اطفال و كلامك كله سب؟,0,,
خلي البلنتيات تفيدك,0,,
ادارة برشلونه وادارة اليونايتد وادارة تشيلسي لا تصلح لادارة نادي الدحيل القطري,0,,
غلوري اتحداك تشجع اليفر,0,,
ثلاثه في ديدك اليسار وثلاثه في ديدك اليمين,1,2,1
"مانشستر عبر تاريخه يمر بلحظات صعبة و صعبة جدا لكنه يعود حتماً
مانشستر هو هوية الدوري الانجليزي",0,,
شباب اش موقع البث حقو,0,,
القم القم,1,1,1
لابس تذكرت الحماس والهياط بدايه المقطع,0,,
"جلوري 
عندي ملاحظه بسيطه ان المباراة كذا ماتوضح لنا 
اتمنى تحاول توضحها اكثر",0,,
اخ سعااده ونا اشوفك محرووق,0,,
ما افهم ليش سولشاير يلعب دي خيا وما يلعب هندرسون الي فاز بافضل حارس في الدوري الانكليزي العام الماضي,0,,
اكثر شي ضحكني لما قال يا مغواير يا ثلاجة يا راس مربع,0,,
النادي يريد اقفالل حساب قلوري ب الهزايمم,0,,
والله انتو احسن من برشلونه,0,,
ه بلتيات ه ٦    ١,0,,
تجهيز السب  ه,0,,
اقول اسكت وخلي ضربات الجزاء تنفعك,0,,
يا ثلاجه يا ابو راس مربع,1,1,1
ارنولد إيش امريكي,0,,
مع أني أحب اليونايتد إلا أني فاقد الأمل في هذا الفريق أنو يسوي شي بس هذا من أكثر المقاطع اللي ظحكت فيها على جوري,0,,
هنا بدأت الحاسة السابعة عند غلوري,0,,
الحمدلله بس على نعمة ميلان,0,,
ه ه هاردلك,0,,
سته ماتخليك تنام في اليل,0,,
"السادس
 حال جلوري",0,,
ابلع ابلع,1,1,1
ياجلوري انا من اعز متابعينك بس لما تسب حط صوت طوط عشان ما يقفلو قناتك,0,,
تخيل اشجع نادي وضيع مثل يوناتيد واقعد اسب واحصل اثام على عشان مشاهدات على نادي مايستاهل,0,,
ولله فريقك من اول خايس دفاعكم ماش وسط وهجوم كويس دفاع ماش,0,,
اتابع الدوري السعودي ومريح بريميرليج العرب,0,,
"مشان تعرف تتمنيك ع جماعة البرشا 
ابلع",1,1,1
فرحة وحده و احزان,0,,
المقطع الوحيد الي ما اقدر بدون ما اشوفه و كل ما اشوفه اموت ضحك ه,0,,
اصلا عادي تعيش وتاكل غيره,0,,
خلطوهم بالسته ه,1,1,1
بس بعيد عن الكورة وانا ادري النتيجة ثقيلة لكن حرام تلعن ايا كان,0,,
الشماته على ارسنال شوف وش سوت فيكم,0,,
شتان بين اول دقيقة وآخر دقيقة في المقطع ه,0,,
اسوء اللاعبين هم  هاري ماغواير و ليندلوف و دي خيا,1,1,1
اسوء فريق,1,1,1
القانون الجديد في زمن الكورونا انو اذا ضربت واحد في الوجه متعمد كرت احمر لقطة مارشيال,0,,
حاول انك لاتغتاب ياجلوري,0,,
الله يصبرك,0,,
برشلونة ستحى يعملها,0,,
البني آدم فصل,0,,
"قصدك ميسي 
ابلع",1,1,1
ياخي شجع آرسنال عشان ترتاح,0,,
قالك جلوري في الاول ابلع ياتوتنهام والله انت لي بلعت ه,1,1,1
هات الي بعدة اعن ابوك,0,,
ال هاذي ما تخليك تنام الليل,0,,
انا بحبك كتير بس سامحني عل كلما لما برشلونة خسر ٨ كنت تضحك و نحنا نبكي و هلا انت تبكي و نحنا نضحك,0,,
انا عنندي الشاشه اللي تحت يمين شفافه مقدر اشوف المباراه زين لييش؟,0,,
"استغرب البعض مشاهدات مثل هذا المقطع العفن ،",1,1,1
احمد ربك ماشجعت برشلونه  ؟,0,,
ليش ما بتغيير فريقك,0,,
"ارنولد و ميلنر و هيندرسون و جوميز انجليز يلعبون في ليفربول و اريد اعرف شئ الحين سولشاير ما يقولون انه مدرب مؤقت بس ، على اي اساس حاطينه حتى الحين يعني بس شافوه اول مباريات تألق ، لو يجيبوا مدرب توتنهام القديم او اليغري ولو انه اليجري يلعب اسلوب دفاعي لاكن اليونايتد يحتاج تعديل في الدفاع و الشئ الي انه دانيال جيمس راح اعارة و لينغاردينهو مستمر ما شاء الله ، انا مانشستر يونايتد ما احبه كثير لاكن اريد اناقش",0,,
"اريد يوم اشوفك مسوي رده فعل وفريقك فايز

يحجي ع ميسي ولكك نته وتاريخ فريقك ما جيبون شويه من ميسي",0,,
جلوري معصب فل وأنا سكران ضحك وربي انكتمت,0,,
"انتا عباره عن خرا
ھ",1,2,1
عبد العزيز انا ادعوك تشجع ريال مدريد,0,,
هموت برده فعله لما قالك انا ايش جولتلكم,0,,
"الفريق ناقصة اقل شي  صفقات منها  مدافعين 
مشجع انترميلان مر من هنا",0,,
يالله يالله ابلع,1,1,1
طيب كمل السادس,0,,
بداية المقطع يهايط ونهاية المقطع صياح ه ويحلف الليفر م عنده الا هيندرسون ي ابوي ارنولد وين راح ه,0,,
عمي الله يساعدكم يا مشجعين اليونايتد و شغله  فاندايك في مباراه استون فيلا في مهب الريح,0,,
"انت مش عارف انو نحنا نحضر ردة الفعل عشان نضحك عليك 
احسن فيديو انت سويته هاذا",0,,
"ابلع تتمسخر ع االبرشا ونتو بلعتو من فريق زبال،",1,2,1
حسدت ليفربول ه,0,,
ايش في بموت,0,,
وجعع ھہ,0,,
اشرايك في مورينو ياخي والله عشق,0,,
شجع مدريد تنجلط اكثر من السطح بنزيما الله يخظه يارب,1,1,1
"تصنف عله برشلونه مو
ابلع يا زك ابلع",1,2,1
اسرع قصة حزينة القم,1,1,1
ه جلوري بل هدف الاؤل هاتو الي بعدة وبعد هدف ٦ ه,0,,
برونو ه,0,,
تقصد ميسي,0,,
اقول القم بس,1,1,1
غير الفريق بتستمتع ه تبغى فاران,0,,
صارت سته صارت ستة,0,,
صارت ستة,0,,
ه قال عندنا لاعبين مهارين,0,,
"صوتك مزعج صراحة، ما قدرت اكمل المقطع، ما اقصد اني اجرحك لاكن لا تتكلم كثيرة يمكن ينفع",0,,
